Chrom	Start	End	cdsStart	cdsEnd	Strand	ensemblGeneID	ensemblTranscriptID	ensemblProteinID	Gene	GeneLength	cdsLength	Coding
chr11	66406137	66434153	66407182	66433436	+	ENSG00000173933	ENST00000396053	ENSP00000413497	RBM4	28016	26254	Coding
chr11	66432468	66445392	66436094	66444550	-	ENSG00000173914	ENST00000310046	ENSP00000310471	RBM4B	12924	8456	Coding
chr11	66452718	66496430	66453341	66488711	-	ENSG00000173898	ENST00000533211	ENSP00000432568	SPTBN2	43712	35370	Coding
chr11	66512206	66610987	66512213	66610705	+	ENSG00000173715	ENST00000360962	ENSP00000354227	C11orf80	98781	98492	Coding
chr11	66610882	66614017	66610926	66613566	+	ENSG00000173653	ENST00000309657	ENSP00000309163	RCE1	3135	2640	Coding
chr11	66615995	66725847	66616369	66639630	-	ENSG00000173599	ENST00000393958	ENSP00000377530	PC	109852	23261	Coding
chr11	66624588	66627946	66625215	66627842	+	ENSG00000173621	ENST00000393952	ENSP00000377524	LRFN4	3358	2627	Coding
chr11	66742747	66744475	66742833	66743722	+	ENSG00000173237	ENST00000308963	ENSP00000311479	C11orf86	1728	889	Coding
chr11	66774248	66818334	66797615	66816228	+	ENSG00000173227	ENST00000393946	ENSP00000377520	SYT12	44086	18613	Coding
chr11	66824288	66839484	66824373	66839073	+	ENSG00000173156	ENST00000308831	ENSP00000308576	RHOD	15196	14700	Coding
chr11	66887157	67025558	66888787	67022526	+	ENSG00000173120	ENST00000529006	ENSP00000432786	KDM2A	138401	133739	Coding
chr11	67033880	67054027	67034170	67052921	+	ENSG00000173020	ENST00000308595	ENSP00000312262	ADRBK1	20147	18751	Coding
chr11	67056761	67069954	67056931	67069803	+	ENSG00000172932	ENST00000511455	ENSP00000427130	ANKRD13D	13193	12872	Coding
chr11	67070918	67080071	67071096	67079358	+	ENSG00000172830	ENST00000308127	ENSP00000312081	SSH3	9153	8262	Coding
chr11	67118247	67121050	67121050	67121050	-	ENSG00000175482	ENST00000529704		POLD4	2803	0	Non-Coding
chr11	67129884	67130179	67130179	67130179	+	ENSG00000201684	ENST00000364814		7SK	295	0	Non-Coding
chr11	67131638	67141208	67132606	67141010	-	ENSG00000175505	ENST00000312438	ENSP00000309338	CLCF1	9570	8404	Coding
chr11	67159422	67165880	67159515	67165030	+	ENSG00000172613	ENST00000307980	ENSP00000311360	RAD9A	6458	5515	Coding
chr11	67165671	67169402	67166005	67169253	-	ENSG00000172531	ENST00000376745	ENSP00000365936	PPP1CA	3731	3248	Coding
chr11	67171385	67177560	67171673	67177011	+	ENSG00000175463	ENST00000526387	ENSP00000435543	TBC1D10C	6175	5338	Coding
chr11	67183148	67193078	67186231	67192072	+	ENSG00000172508	ENST00000307823	ENSP00000308268	CARNS1	9930	5841	Coding
chr11	67195971	67202872	67196016	67202640	+	ENSG00000175634	ENST00000312629	ENSP00000308413	RPS6KB2	6901	6624	Coding
chr11	67202980	67205538	67203203	67205090	-	ENSG00000213402	ENST00000326294	ENSP00000325589	PTPRCAP	2558	1887	Coding
chr11	67205518	67211263	67205846	67210099	-	ENSG00000172725	ENST00000393893	ENSP00000377471	CORO1B	5745	4253	Coding
chr11	67218771	67220200	67218782	67220195	-	ENSG00000175514	ENST00000312457	ENSP00000310255	GPR152	1429	1413	Coding
chr11	67219885	67226699	67223607	67226130	+	ENSG00000175544	ENST00000438189	ENSP00000401555	CABP4	6814	2523	Coding
chr11	67231823	67236710	67232565	67236663	-	ENSG00000172663	ENST00000545682	ENSP00000438439	TMEM134	4887	4098	Coding
chr11	67250511	67258574	67250629	67258464	+	ENSG00000110711	ENST00000279146	ENSP00000279146	AIP	8063	7835	Coding
chr11	67259239	67272843	67259503	67271651	-	ENSG00000110697	ENST00000356404	ENSP00000348772	PITPNM1	13604	12148	Coding
chr11	67273982	67276120	67276120	67276120	-	ENSG00000167797	ENST00000525402		CDK2AP2	2138	0	Non-Coding
chr11	67286418	67290899	67289451	67290797	-	ENSG00000167791	ENST00000545205	ENSP00000446180	CABP2	4481	1346	Coding
chr11	67351065	67354131	67351314	67354048	+	ENSG00000084207	ENST00000398606	ENSP00000381607	GSTP1	3066	2734	Coding
chr11	67370350	67374177	67371784	67372540	-	ENSG00000184224	ENST00000333139	ENSP00000328640	C11orf72	3827	756	Coding
chr11	67374322	67379977	67374475	67379929	+	ENSG00000167792	ENST00000322776	ENSP00000322450	NDUFV1	5655	5454	Coding
chr11	67380307	67383728	67383728	67383728	-	ENSG00000231793	ENST00000514950		DOC2GP	3421	0	Non-Coding
chr11	67395408	67397401	67395775	67397382	-	ENSG00000167799	ENST00000301490	ENSP00000301490	NUDT8	1993	1607	Coding
chr11	67398773	67407031	67399075	67406943	-	ENSG00000167800	ENST00000335385	ENSP00000335191	TBX10	8258	7868	Coding
chr11	67410025	67418130	67410194	67414514	-	ENSG00000132744	ENST00000255082	ENSP00000255082	ACY3	8105	4320	Coding
chr11	67429632	67448671	67430685	67434406	-	ENSG00000132746	ENST00000530069	ENSP00000431595	ALDH3B2	19039	3721	Coding
chr11	67559237	67572805	67572805	67572805	-	ENSG00000160172	ENST00000529253		FAM86C2P	13568	0	Non-Coding
chr11	67653966	67658816	67658816	67658816	+	ENSG00000251637	ENST00000511677		AK091996	4850	0	Non-Coding
chr11	67758574	67771593	67759016	67771513	-	ENSG00000110057	ENST00000227471	ENSP00000227471	UNC93B1	13019	12497	Coding
chr11	67776047	67796741	67782767	67795406	+	ENSG00000006534	ENST00000539229	ENSP00000474034	ALDH3B1	20694	12639	Coding
chr11	67798093	67804111	67799618	67804060	+	ENSG00000110717	ENST00000313468	ENSP00000315774	NDUFS8	6018	4442	Coding
chr11	67801363	67801448	67801448	67801448	+	ENSG00000266737	ENST00000583764		MIR4691	85	0	Non-Coding
chr11	67806482	67818362	67808738	67818286	+	ENSG00000110719	ENST00000265686	ENSP00000265686	TCIRG1	11880	9548	Coding
chr11	67820325	67888671	67821454	67888644	-	ENSG00000110721	ENST00000265689	ENSP00000265689	CHKA	68346	67190	Coding
chr11	67922329	67980882	67925154	67957543	-	ENSG00000110066	ENST00000304363	ENSP00000305899	SUV420H1	58553	32389	Coding
chr11	68028802	68039430	68029112	68031235	-	ENSG00000171067	ENST00000304271	ENSP00000307264	C11orf24	10628	2123	Coding
chr11	68080076	68216743	68080182	68216538	+	ENSG00000162337	ENST00000294304	ENSP00000294304	LRP5	136667	136356	Coding
chr11	68228185	68382797	68305132	68380585	+	ENSG00000110075	ENST00000393799	ENSP00000377388	PPP6R3	154612	75453	Coding
chr11	68451942	68458643	68452391	68458455	+	ENSG00000069482	ENST00000265643	ENSP00000265643	GAL	6701	6064	Coding
chr11	68474907	68519032	68475775	68518128	-	ENSG00000132749	ENST00000255087	ENSP00000255087	MTL5	44125	42353	Coding
chr11	68522089	68609399	68522283	68582942	-	ENSG00000110090	ENST00000376618	ENSP00000365803	CPT1A	87310	60659	Coding
chr11	68658746	68671303	68668011	68671278	-	ENSG00000197345	ENST00000565125	ENSP00000456520	MRPL21	12557	3267	Coding
chr11	68671309	68708067	68671420	68707199	+	ENSG00000132740	ENST00000255078	ENSP00000255078	IGHMBP2	36758	35779	Coding
chr11	68747489	68748455	68747489	68748455	-	ENSG00000172938	ENST00000309106	ENSP00000310631	MRGPRD	966	966	Coding
chr11	68771862	68780850	68772745	68777369	-	ENSG00000172935	ENST00000441623	ENSP00000403660	MRGPRF	8988	4624	Coding
chr11	68779898	68785915	68785915	68785915	+	ENSG00000256508	ENST00000538407		BC039516	6017	0	Non-Coding
chr11	68816364	68855992	68816465	68855421	+	ENSG00000162341	ENST00000294309	ENSP00000294309	TPCN2	39628	38956	Coding
chr11	69061617	69156450	69156450	69156450	+	ENSG00000172927	ENST00000544008		MYEOV	94833	0	Non-Coding
chr11	69229074	69231600	69231600	69231600	+	ENSG00000259854	ENST00000562341		AX746803	2526	0	Non-Coding
chr11	69240457	69244389	69244389	69244389	+	ENSG00000255980	ENST00000545202		AK094674	3932	0	Non-Coding
chr11	69455854	69469242	69456081	69466050	+	ENSG00000110092	ENST00000227507	ENSP00000227507	CCND1	13388	9969	Coding
chr11	69469126	69490112	69469126	69490007	-	ENSG00000149716	ENST00000538554	ENSP00000446428	ORAOV1	20986	20881	Coding
chr11	69512999	69519410	69514029	69518644	-	ENSG00000162344	ENST00000294312	ENSP00000294312	FGF19	6411	4615	Coding
chr11	69587796	69590171	69588076	69589852	-	ENSG00000075388	ENST00000168712	ENSP00000168712	FGF4	2375	1776	Coding
chr11	69624991	69633792	69625072	69633701	-	ENSG00000186895	ENST00000334134	ENSP00000334122	FGF3	8801	8629	Coding
chr11	69924407	70035634	69924712	70034110	+	ENSG00000131620	ENST00000355303	ENSP00000347454	ANO1	111227	109398	Coding
chr11	70049268	70053496	70049565	70052579	+	ENSG00000168040	ENST00000301838	ENSP00000301838	FADD	4228	3014	Coding
chr11	70116805	70230506	70118278	70228252	+	ENSG00000131626	ENST00000253925	ENSP00000253925	PPFIA1	113701	109974	Coding
chr11	70130060	70130176	70130176	70130176	+	ENSG00000221333	ENST00000408406		MIR548K	116	0	Non-Coding
chr11	70219515	70244594	70244594	70244594	-	ENSG00000246889	ENST00000500185		AK125463	25079	0	Non-Coding
chr11	70244509	70282690	70253403	70281268	+	ENSG00000085733	ENST00000346329	ENSP00000317189	CTTN	38181	27865	Coding
chr11	70315539	70858372	70318973	70858372	-	ENSG00000162105	ENST00000338508	ENSP00000345193	SHANK2	542833	539399	Coding
chr11	70477198	70481595	70481595	70481595	+	ENSG00000226627	ENST00000429561		SHANK2-AS1	4397	0	Non-Coding
chr11	70708894	70711220	70711220	70711220	+	ENSG00000171671	ENST00000307548		SHANK2-AS3	2326	0	Non-Coding
chr11	70718374	70718473	70718473	70718473	-	ENSG00000263744	ENST00000579074		MIR3664	99	0	Non-Coding
chr11	71116791	71134400	71134400	71134400	-	ENSG00000172900	ENST00000331301		FLJ42102	17609	0	Non-Coding
chr11	71145459	71159481	71146420	71155998	-	ENSG00000172893	ENST00000355527	ENSP00000347717	DHCR7	14022	9578	Coding
chr11	71164154	71212862	71164342	71212398	+	ENSG00000172890	ENST00000319023	ENSP00000326424	NADSYN1	48708	48056	Coding
chr11	71238312	71239210	71238346	71238844	+	ENSG00000244411	ENST00000398536	ENSP00000417330	KRTAP5-7	898	498	Coding
chr11	71249070	71250253	71249101	71249665	+	ENSG00000241233	ENST00000398534	ENSP00000420723	KRTAP5-8	1183	564	Coding
chr11	71259465	71260653	71259703	71260213	+	ENSG00000254997	ENST00000528743	ENSP00000431443	KRTAP5-9	1188	510	Coding
chr11	71276608	71277666	71276633	71277242	+	ENSG00000204572	ENST00000398531	ENSP00000381542	KRTAP5-10	1058	609	Coding
chr11	71292900	71293921	71293412	71293883	-	ENSG00000204571	ENST00000398530	ENSP00000381541	KRTAP5-11	1021	471	Coding
chr11	71498555	71512280	71498582	71510693	+	ENSG00000158483	ENST00000346333	ENSP00000325662	FAM86C1	13725	12111	Coding
chr11	71505408	71524891	71524891	71524891	-	ENSG00000248671	ENST00000511954		ALG1L9P	19483	0	Non-Coding
chr11	71544245	71548608	71544245	71548608	+	ENSG00000184276	ENST00000328698	ENSP00000333234	DEFB108B	4363	4363	Coding
chr11	71576554	71630003	71576882	71630003	-	ENSG00000254469	ENST00000532852	ENSP00000436725	LOC100133315	53449	53121	Coding
chr11	71589498	71595607	71595607	71595607	+	ENSG00000225805	ENST00000530210		LOC100129216	6109	0	Non-Coding
chr11	71639746	71708641	71640107	71707361	+	ENSG00000137522	ENST00000361756	ENSP00000354571	RNF121	68895	67254	Coding
chr11	71709974	71716761	71711030	71712942	+	ENSG00000137496	ENST00000343898	ENSP00000343309	IL18BP	6787	1912	Coding
chr11	71713909	71791733	71714572	71746989	-	ENSG00000137497	ENST00000393695	ENSP00000377298	NUMA1	77824	32417	Coding
chr11	71783273	71783348	71783348	71783348	-	ENSG00000263742	ENST00000579874		MIR3165	75	0	Non-Coding
chr11	71791381	71821828	71806108	71819971	+	ENSG00000184154	ENST00000419228	ENSP00000392233	LRTOMT	30447	13863	Coding
chr11	71808337	71814433	71808867	71814270	-	ENSG00000149357	ENST00000278671	ENSP00000278671	LAMTOR1	6096	5403	Coding
chr11	71817423	71823750	71818396	71821196	-	ENSG00000110200	ENST00000502597	ENSP00000441774	ANAPC15	6327	2800	Coding
chr11	71846770	71850934	71846998	71850875	+	ENSG00000110203	ENST00000442948	ENSP00000411161	FOLR3	4164	3877	Coding
chr11	71900601	71907344	71903217	71907221	+	ENSG00000110195	ENST00000312293	ENSP00000308137	FOLR1	6743	4004	Coding
chr11	71927806	71932989	71929628	71932806	+	ENSG00000165457	ENST00000298223	ENSP00000298223	FOLR2	5183	3178	Coding
chr11	71935824	71950149	71940575	71949397	+	ENSG00000165458	ENST00000541756	ENSP00000446360	INPPL1	14325	8822	Coding
chr11	71950120	71955220	71950792	71955048	-	ENSG00000165462	ENST00000298231	ENSP00000298231	PHOX2A	5100	4256	Coding
chr11	72003468	72145692	72004410	72145518	-	ENSG00000162129	ENST00000294053	ENSP00000294053	CLPB	142224	141108	Coding
chr11	72281703	72284273	72284273	72284273	+	ENSG00000227467	ENST00000450804		AL832797	2570	0	Non-Coding
chr11	72287184	72385497	72288427	72385251	-	ENSG00000186642	ENST00000334456	ENSP00000334910	PDE2A	98313	96824	Coding
chr11	72326106	72326174	72326174	72326174	-	ENSG00000272036	ENST00000606837		MIR139	68	0	Non-Coding
chr11	72332809	72332871	72332871	72332871	+	ENSG00000251919	ENST00000516110		U7	62	0	Non-Coding
chr11	72396113	72504644	72396708	72438173	-	ENSG00000186635	ENST00000359373	ENSP00000352332	ARAP1	108531	41465	Coding
chr11	72465774	72504726	72465941	72492226	-	ENSG00000214530	ENST00000334805	ENSP00000335247	STARD10	38952	26285	Coding
chr11	72494574	72494637	72494637	72494637	+	ENSG00000265064	ENST00000583200		MIR4692	63	0	Non-Coding
chr11	72525450	72554719	72525490	72539800	+	ENSG00000168010	ENST00000534905	ENSP00000441189	ATG16L2	29269	14310	Coding
chr11	72547789	72853091	72549835	72726927	-	ENSG00000137478	ENST00000311172	ENSP00000308978	FCHSD2	305302	177092	Coding
chr11	72929343	72947397	72945204	72946338	+	ENSG00000175591	ENST00000311131	ENSP00000310305	P2RY2	18054	1134	Coding
chr11	72983246	73009662	73007563	73008550	+	ENSG00000171631	ENST00000393590	ENSP00000377215	P2RY6	26416	987	Coding
chr11	73019333	73080136	73019683	73078825	+	ENSG00000110237	ENST00000263674	ENSP00000263674	ARHGEF17	60803	59142	Coding
chr11	73087308	73108517	73100181	73106536	+	ENSG00000054967	ENST00000064780	ENSP00000064780	RELT	21209	6355	Coding
chr11	73111531	73309234	73118575	73179519	-	ENSG00000054965	ENST00000064778	ENSP00000064778	FAM168A	197703	60944	Coding
chr11	73357222	73373864	73357653	73372647	+	ENSG00000021300	ENST00000354190	ENSP00000346127	PLEKHB1	16642	14994	Coding
chr11	73386682	73472182	73388942	73471680	-	ENSG00000175582	ENST00000310653	ENSP00000311449	RAB6A	85500	82738	Coding
chr11	73498360	73575656	73499016	73575415	+	ENSG00000175581	ENST00000310614	ENSP00000308717	MRPL48	77296	76399	Coding
chr11	73583711	73588033	73584159	73584423	-	ENSG00000181924	ENST00000355693	ENSP00000347919	COA4	4322	264	Coding
chr11	73588013	73638779	73588066	73638407	+	ENSG00000175575	ENST00000310571	ENSP00000311665	PAAF1	50766	50341	Coding
chr11	73661363	73681332	73662114	73681159	+	ENSG00000187726	ENST00000339764	ENSP00000344431	DNAJB13	19969	19045	Coding
chr11	73685711	73694352	73686051	73689423	-	ENSG00000175567	ENST00000310473	ENSP00000312029	UCP2	8641	3372	Coding
chr11	73711325	73720480	73712456	73718087	-	ENSG00000175564	ENST00000314032	ENSP00000323740	UCP3	9155	5631	Coding
chr11	73745478	73882064	73745642	73881837	-	ENSG00000168014	ENST00000313663	ENSP00000323339	C2CD3	136586	136195	Coding
chr11	73882143	73965748	73882466	73964555	+	ENSG00000214517	ENST00000328257	ENSP00000329867	PPME1	83605	82089	Coding
chr11	73958531	74022676	73998331	74022656	-	ENSG00000149380	ENST00000524388	ENSP00000433860	P4HA3	64145	24325	Coding
chr11	73963458	73963597	73963597	73963597	-	ENSG00000206913	ENST00000384186		SNORA7	139	0	Non-Coding
chr11	74022406	74035750	74035750	74035750	+	ENSG00000246211	ENST00000502071		BC048427	13344	0	Non-Coding
chr11	74041362	74109518	74047696	74109206	-	ENSG00000165434	ENST00000298198	ENSP00000298198	PGM2L1	68156	61510	Coding
chr11	74165885	74178673	74168296	74168608	-	ENSG00000175538	ENST00000310128	ENSP00000310557	KCNE3	12788	312	Coding
chr11	74202887	74204778	74203179	74204748	-	ENSG00000175536	ENST00000310109	ENSP00000309463	LIPT2	1891	1569	Coding
chr11	74204410	74209578	74209578	74209578	+	ENSG00000254837	ENST00000526036		MGC12965	5168	0	Non-Coding
chr11	74303574	74354102	74303703	74351811	+	ENSG00000077514	ENST00000263681	ENSP00000263681	POLD3	50528	48108	Coding
chr11	74407473	74442430	74407553	74441933	-	ENSG00000054938	ENST00000376332	ENSP00000365510	CHRDL2	34957	34380	Coding
chr11	74431312	74431382	74431382	74431382	-	ENSG00000265902	ENST00000581431		MIR4696	70	0	Non-Coding
chr11	74459912	74553458	74459925	74547775	+	ENSG00000166439	ENST00000299563	ENSP00000299563	RNF169	93546	87850	Coding
chr11	74518783	74660225	74554459	74562156	-	ENSG00000166435	ENST00000530562	ENSP00000436390	XRRA1	141442	7697	Coding
chr11	74660291	74690076	74660330	74688088	+	ENSG00000118363	ENST00000263672	ENSP00000263672	SPCS2	29785	27758	Coding
chr11	74699178	74718743	74700105	74717537	+	ENSG00000162139	ENST00000294064	ENSP00000294064	NEU3	19565	17432	Coding
chr11	74799757	74800799	74799795	74800758	-	ENSG00000171561	ENST00000305159	ENSP00000304846	OR2AT4	1042	963	Coding
chr11	74811635	74876875	74873749	74876875	+	ENSG00000137491	ENST00000531713	ENSP00000432889	SLCO2B1	65240	3126	Coding
chr11	74951949	74954742	74952094	74953243	+	ENSG00000261594	ENST00000562197	ENSP00000474988	TPBGL	2793	1149	Coding
chr11	74975225	75062749	74977206	75062651	-	ENSG00000137486	ENST00000420843	ENSP00000409581	ARRB1	87524	85445	Coding
chr11	75046135	75046230	75046230	75046230	-	ENSG00000199090	ENST00000362220		MIR326	95	0	Non-Coding
chr11	75110574	75133324	75110591	75115909	+	ENSG00000149273	ENST00000527446	ENSP00000436971	RPS3	22750	5318	Coding
chr11	75111434	75111582	75111582	75111582	+	ENSG00000206941	ENST00000384214		SNORD15A	148	0	Non-Coding
chr11	75115464	75115610	75115610	75115610	+	ENSG00000207445	ENST00000384714		SNORD15B	146	0	Non-Coding
chr11	75133439	75141674	75133623	75141674	-	ENSG00000149243	ENST00000539798	ENSP00000438526	KLHL35	8235	8051	Coding
chr11	75145684	75236948	75146551	75188780	-	ENSG00000158555	ENST00000336898	ENSP00000337972	GDPD5	91264	42229	Coding
chr11	75273100	75283828	75277394	75283128	+	ENSG00000149257	ENST00000533603	ENSP00000434657	SERPINH1	10728	5734	Coding
chr11	75297962	75380165	75298103	75379414	-	ENSG00000171533	ENST00000304771	ENSP00000307093	MAP6	82203	81311	Coding
chr11	75428863	75442660	75428933	75442331	+	ENSG00000166391	ENST00000198801	ENSP00000198801	MOGAT2	13797	13398	Coding
chr11	75469499	75479692	75479692	75479692	-	ENSG00000247867	ENST00000499390		LOC283214	10193	0	Non-Coding
chr11	75479776	75512579	75480036	75511553	+	ENSG00000062282	ENST00000228027	ENSP00000228027	DGAT2	32803	31517	Coding
chr11	75526211	75854239	75526452	75852457	+	ENSG00000198382	ENST00000356136	ENSP00000348455	UVRAG	328028	326005	Coding
chr11	75897368	75917576	75898108	75917451	-	ENSG00000085741	ENST00000322563	ENSP00000325526	WNT11	20208	19343	Coding
chr11	76060999	76091986	76061907	76091880	-	ENSG00000137492	ENST00000260045	ENSP00000260045	PRKRIR	30987	29973	Coding
chr11	76092356	76125663	76125663	76125663	+	ENSG00000179240	ENST00000531207		AK125821	33307	0	Non-Coding
chr11	76156068	76262586	76157982	76261190	+	ENSG00000158636	ENST00000343878	ENSP00000344688	C11orf30	106518	103208	Coding
chr11	76368567	76381791	76370647	76376998	-	ENSG00000137507	ENST00000260061	ENSP00000260061	LRRC32	13224	6351	Coding
chr11	76405086	76418685	76418685	76418685	-	ENSG00000204529	ENST00000531117		GUCY2EP	13599	0	Non-Coding
chr11	76494282	76509198	76506660	76507722	+	ENSG00000182704	ENST00000333090	ENSP00000332668	TSKU	14916	1062	Coding
chr11	76571916	76737841	76572020	76731371	+	ENSG00000078124	ENST00000532485	ENSP00000434480	ACER3	165925	159351	Coding
chr11	76745384	76753096	76750595	76751753	+	ENSG00000198488	ENST00000533140	ENSP00000435352	B3GNT6	7712	1158	Coding
chr11	76777987	76837201	76795932	76834916	+	ENSG00000149260	ENST00000278559	ENSP00000278559	CAPN5	59214	38984	Coding
chr11	76813885	76814377	76813885	76814377	+	ENSG00000254550	ENST00000529803	ENSP00000436376	OMP	492	492	Coding
chr11	76839309	76926283	76841680	76925741	+	ENSG00000137474	ENST00000409709	ENSP00000386331	MYO7A	86974	84061	Coding
chr11	76927602	76998463	76928321	76996182	-	ENSG00000178795	ENST00000315938	ENSP00000320815	GDPD4	70861	67861	Coding
chr11	77032751	77185107	77034318	77103565	-	ENSG00000149269	ENST00000356341	ENSP00000348696	PAK1	152356	69247	Coding
chr11	77300679	77321400	77301037	77320422	+	ENSG00000178301	ENST00000313578	ENSP00000318770	AQP11	20721	19385	Coding
